,t,x,y,etype,priority_s,id,F1-0-x,F1-0-y,F1-1-x,F1-1-y,F2-2-x,F2-2-y,F2-3-x,F2-3-y,P1-4-x,P1-4-y,P1-5-x,P1-5-y,P2-6-x,P2-6-y,P2-7-x,P2-7-y,H1-8-x,H1-8-y,H1-9-x,H1-9-y,H2-10-x,H2-10-y,H2-11-x,H2-11-y,points,done
374,68598.81131032773,42.1616759403929,114.42744048921284,medical,600,374,172.34459292550264,22.81742814498491,70.88822017211427,158.98726641669336,27.513070635415858,15.433016860175265,193.1193274388073,156.87404791864097,82.97357917964364,66.17627820761672,40.66734661201088,129.34117030958893,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,189.5228618653495,92.01938037876174,52.05795422798067,89.25462248112323,804,
57,68847.28164812691,26.17565642549129,129.1001577675299,police,120,57,172.34459292550264,22.81742814498491,70.88822017211427,158.98726641669336,27.513070635415858,15.433016860175265,193.1193274388073,156.87404791864097,82.97357917964364,66.17627820761672,40.66734661201088,129.34117030958893,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,189.5228618653495,92.01938037876174,42.1616759403929,114.42744048921284,799,
260,69322.45035994548,36.08321439217088,140.53975457312094,police,120,260,172.34459292550264,22.81742814498491,70.88822017211427,158.98726641669336,27.513070635415858,15.433016860175265,193.1193274388073,156.87404791864097,82.97357917964364,66.17627820761672,26.17565642549129,129.1001577675299,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,189.5228618653495,92.01938037876174,42.1616759403929,114.42744048921284,804,
416,70404.28417012953,21.845316314216,148.1781953376986,fire,30,416,172.34459292550264,22.81742814498491,70.88822017211427,158.98726641669336,27.513070635415858,15.433016860175265,193.1193274388073,156.87404791864097,82.97357917964364,66.17627820761672,36.08321439217088,140.53975457312094,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,189.5228618653495,92.01938037876174,42.1616759403929,114.42744048921284,820,
339,70817.74430471599,159.86848230364794,87.39027662498728,police,300,339,172.34459292550264,22.81742814498491,21.845316314216,148.1781953376986,27.513070635415858,15.433016860175265,193.1193274388073,156.87404791864097,82.97357917964364,66.17627820761672,36.08321439217088,140.53975457312094,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,189.5228618653495,92.01938037876174,42.1616759403929,114.42744048921284,826,
346,71164.74933140309,196.00545583885585,189.58087572061729,fire,120,346,172.34459292550264,22.81742814498491,21.845316314216,148.1781953376986,27.513070635415858,15.433016860175265,193.1193274388073,156.87404791864097,82.97357917964364,66.17627820761672,36.08321439217088,140.53975457312094,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,42.1616759403929,114.42744048921284,826,
134,72298.20219068827,90.16040003875408,150.09525636540124,medical,600,134,172.34459292550264,22.81742814498491,21.845316314216,148.1781953376986,27.513070635415858,15.433016860175265,196.00545583885585,189.58087572061729,82.97357917964364,66.17627820761672,36.08321439217088,140.53975457312094,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,42.1616759403929,114.42744048921284,842,
409,72318.45782291933,59.69983223805879,188.29710926549228,police,120,409,172.34459292550264,22.81742814498491,21.845316314216,148.1781953376986,27.513070635415858,15.433016860175265,196.00545583885585,189.58087572061729,82.97357917964364,66.17627820761672,36.08321439217088,140.53975457312094,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,14.281066015365736,38.759034007711094,842,
386,72927.56290641855,119.50375420203724,168.56992938259248,medical,120,386,172.34459292550264,22.81742814498491,21.845316314216,148.1781953376986,27.513070635415858,15.433016860175265,196.00545583885585,189.58087572061729,82.97357917964364,66.17627820761672,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,90.16040003875408,150.09525636540124,850,
94,73557.43617419271,132.77076726099975,123.8521610724751,fire,30,94,172.34459292550264,22.81742814498491,21.845316314216,148.1781953376986,27.513070635415858,15.433016860175265,196.00545583885585,189.58087572061729,82.97357917964364,66.17627820761672,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,119.50375420203724,168.56992938259248,858,
387,74065.98046951175,1.6354811894481849,21.499416874241483,fire,60,387,172.34459292550264,22.81742814498491,21.845316314216,148.1781953376986,27.513070635415858,15.433016860175265,132.77076726099975,123.8521610724751,82.97357917964364,66.17627820761672,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,119.50375420203724,168.56992938259248,865,
320,74359.13978359911,165.95231663056452,139.21439771519672,fire,120,320,172.34459292550264,22.81742814498491,21.845316314216,148.1781953376986,1.6354811894481849,21.499416874241483,132.77076726099975,123.8521610724751,82.97357917964364,66.17627820761672,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,119.50375420203724,168.56992938259248,868,
159,74676.78738268427,56.54367462245755,171.9213462681045,fire,120,159,172.34459292550264,22.81742814498491,21.845316314216,148.1781953376986,1.6354811894481849,21.499416874241483,165.95231663056452,139.21439771519672,82.97357917964364,66.17627820761672,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,119.50375420203724,168.56992938259248,871,
343,76144.25580544771,20.51958155642286,65.58398106831196,police,120,343,172.34459292550264,22.81742814498491,56.54367462245755,171.9213462681045,1.6354811894481849,21.499416874241483,165.95231663056452,139.21439771519672,82.97357917964364,66.17627820761672,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,119.50375420203724,168.56992938259248,893,
140,76265.86267827291,80.88022573558563,48.66103277535143,medical,600,140,172.34459292550264,22.81742814498491,56.54367462245755,171.9213462681045,1.6354811894481849,21.499416874241483,165.95231663056452,139.21439771519672,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,87.16719520932732,5.804963989343048,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,119.50375420203724,168.56992938259248,893,
247,76437.49575021144,101.11021489713607,86.03986516472466,medical,60,247,172.34459292550264,22.81742814498491,56.54367462245755,171.9213462681045,1.6354811894481849,21.499416874241483,165.95231663056452,139.21439771519672,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,80.88022573558563,48.66103277535143,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,119.50375420203724,168.56992938259248,886,
146,76787.08327832544,72.17621382987728,60.45351775608712,medical,600,146,172.34459292550264,22.81742814498491,56.54367462245755,171.9213462681045,1.6354811894481849,21.499416874241483,165.95231663056452,139.21439771519672,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,101.11021489713607,86.03986516472466,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,119.50375420203724,168.56992938259248,890,
185,77385.67626084205,117.3875444828322,199.78046664586776,police,60,185,172.34459292550264,22.81742814498491,56.54367462245755,171.9213462681045,1.6354811894481849,21.499416874241483,165.95231663056452,139.21439771519672,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,72.17621382987728,60.45351775608712,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,119.50375420203724,168.56992938259248,890,
199,77621.60799926159,5.78944987951362,64.87493335626044,fire,60,199,172.34459292550264,22.81742814498491,56.54367462245755,171.9213462681045,1.6354811894481849,21.499416874241483,165.95231663056452,139.21439771519672,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,72.17621382987728,60.45351775608712,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,117.3875444828322,199.78046664586776,892,
496,77753.42677610806,165.61241574267612,16.12338372131543,medical,60,496,172.34459292550264,22.81742814498491,56.54367462245755,171.9213462681045,5.78944987951362,64.87493335626044,165.95231663056452,139.21439771519672,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,72.17621382987728,60.45351775608712,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,117.3875444828322,199.78046664586776,893,
464,77889.84721392316,12.191527421352433,189.70405100534427,medical,60,464,165.61241574267612,16.12338372131543,56.54367462245755,171.9213462681045,5.78944987951362,64.87493335626044,165.95231663056452,139.21439771519672,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,72.17621382987728,60.45351775608712,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,117.3875444828322,199.78046664586776,894,
463,78217.34158937748,28.65208683266573,132.04248476214863,fire,60,463,165.61241574267612,16.12338372131543,12.191527421352433,189.70405100534427,5.78944987951362,64.87493335626044,165.95231663056452,139.21439771519672,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,72.17621382987728,60.45351775608712,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,117.3875444828322,199.78046664586776,898,
91,78764.3868503573,42.03653697652838,157.151765495516,medical,600,91,165.61241574267612,16.12338372131543,28.65208683266573,132.04248476214863,5.78944987951362,64.87493335626044,165.95231663056452,139.21439771519672,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,72.17621382987728,60.45351775608712,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,117.3875444828322,199.78046664586776,906,
78,79105.47281416527,159.06909983057236,45.51909748155407,fire,120,78,165.61241574267612,16.12338372131543,42.03653697652838,157.151765495516,5.78944987951362,64.87493335626044,165.95231663056452,139.21439771519672,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,72.17621382987728,60.45351775608712,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,117.3875444828322,199.78046664586776,902,
71,79900.56430189066,179.796297748518,159.22446097760837,fire,60,71,159.06909983057236,45.51909748155407,42.03653697652838,157.151765495516,5.78944987951362,64.87493335626044,165.95231663056452,139.21439771519672,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,72.17621382987728,60.45351775608712,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,117.3875444828322,199.78046664586776,913,
269,79942.30636784567,44.10368710050492,196.8891316642239,fire,30,269,159.06909983057236,45.51909748155407,42.03653697652838,157.151765495516,5.78944987951362,64.87493335626044,179.796297748518,159.22446097760837,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,72.17621382987728,60.45351775608712,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,117.3875444828322,199.78046664586776,913,
88,80166.58444448293,81.67858172384337,80.48007741154493,police,300,88,159.06909983057236,45.51909748155407,44.10368710050492,196.8891316642239,5.78944987951362,64.87493335626044,179.796297748518,159.22446097760837,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,72.17621382987728,60.45351775608712,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,117.3875444828322,199.78046664586776,916,
264,80776.40622733289,64.8765784156853,188.28148479401105,medical,60,264,159.06909983057236,45.51909748155407,44.10368710050492,196.8891316642239,5.78944987951362,64.87493335626044,179.796297748518,159.22446097760837,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,117.3875444828322,199.78046664586776,921,
56,82003.06407716767,52.15313912072656,133.94519495396585,police,60,56,159.06909983057236,45.51909748155407,64.8765784156853,188.28148479401105,5.78944987951362,64.87493335626044,179.796297748518,159.22446097760837,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,100.36390092219752,122.29561197835348,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,117.3875444828322,199.78046664586776,940,
102,82243.6305750181,151.05000271115588,88.51468505360532,medical,600,102,159.06909983057236,45.51909748155407,64.8765784156853,188.28148479401105,5.78944987951362,64.87493335626044,179.796297748518,159.22446097760837,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,159.86848230364794,87.39027662498728,117.3875444828322,199.78046664586776,943,
462,82659.83809889457,119.58353485545248,134.50638028738274,police,60,462,159.06909983057236,45.51909748155407,64.8765784156853,188.28148479401105,5.78944987951362,64.87493335626044,179.796297748518,159.22446097760837,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,151.05000271115588,88.51468505360532,117.3875444828322,199.78046664586776,940,
421,83246.668389288,129.17958357805398,181.58739174712449,fire,120,421,159.06909983057236,45.51909748155407,64.8765784156853,188.28148479401105,5.78944987951362,64.87493335626044,179.796297748518,159.22446097760837,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,119.58353485545248,134.50638028738274,117.3875444828322,199.78046664586776,948,
245,83491.38367824772,29.666765132072918,25.23831766101121,medical,600,245,159.06909983057236,45.51909748155407,64.8765784156853,188.28148479401105,5.78944987951362,64.87493335626044,129.17958357805398,181.58739174712449,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,119.58353485545248,134.50638028738274,117.3875444828322,199.78046664586776,950,
92,83527.00034771068,88.35720336759059,135.12544663801998,medical,120,92,159.06909983057236,45.51909748155407,64.8765784156853,188.28148479401105,4.456185446917204,49.9347502626931,129.17958357805398,181.58739174712449,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,119.58353485545248,134.50638028738274,117.3875444828322,199.78046664586776,950,
166,83545.75440647136,50.07358048240078,18.26537732619704,medical,600,166,159.06909983057236,45.51909748155407,64.8765784156853,188.28148479401105,29.666765132072918,25.23831766101121,129.17958357805398,181.58739174712449,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,71.8059386441086,80.76661140542096,117.3875444828322,199.78046664586776,941,
432,83877.55288605345,49.609416733429,52.15705541308877,fire,60,432,159.06909983057236,45.51909748155407,64.8765784156853,188.28148479401105,50.07358048240078,18.26537732619704,129.17958357805398,181.58739174712449,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,940,
395,85008.7477073876,122.6136242129356,32.50040917538788,medical,600,395,159.06909983057236,45.51909748155407,64.8765784156853,188.28148479401105,49.609416733429,52.15705541308877,129.17958357805398,181.58739174712449,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,957,
271,85049.31465908841,1.545981313862388,149.40282468595356,fire,30,271,122.6136242129356,32.50040917538788,64.8765784156853,188.28148479401105,49.609416733429,52.15705541308877,129.17958357805398,181.58739174712449,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,948,
236,85162.63624963413,29.51083598828874,180.10620712635165,fire,60,236,122.6136242129356,32.50040917538788,1.545981313862388,149.40282468595356,49.609416733429,52.15705541308877,129.17958357805398,181.58739174712449,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,949,
254,85444.23838308034,24.44625707091186,70.71961592675353,medical,120,254,122.6136242129356,32.50040917538788,29.51083598828874,180.10620712635165,49.609416733429,52.15705541308877,129.17958357805398,181.58739174712449,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,952,
142,85741.10423318509,140.5709884371538,54.18328539523927,police,60,142,122.6136242129356,32.50040917538788,29.51083598828874,180.10620712635165,24.44625707091186,70.71961592675353,129.17958357805398,181.58739174712449,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,165.59034070160675,54.22654439959516,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,954,
398,85857.30265565675,21.92091789826456,83.30805388644656,police,300,398,122.6136242129356,32.50040917538788,29.51083598828874,180.10620712635165,24.44625707091186,70.71961592675353,129.17958357805398,181.58739174712449,20.51958155642286,65.58398106831196,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,140.5709884371538,54.18328539523927,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,954,
279,86331.3869502198,33.62654160913732,102.09665690842968,fire,120,279,122.6136242129356,32.50040917538788,29.51083598828874,180.10620712635165,24.44625707091186,70.71961592675353,129.17958357805398,181.58739174712449,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,140.5709884371538,54.18328539523927,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,956,
306,87289.32521314178,153.26152088944832,26.2098082859016,police,60,306,122.6136242129356,32.50040917538788,29.51083598828874,180.10620712635165,33.62654160913732,102.09665690842968,129.17958357805398,181.58739174712449,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,140.5709884371538,54.18328539523927,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,969,
43,87947.23531837446,172.33450727055822,49.73126678405713,fire,120,43,122.6136242129356,32.50040917538788,29.51083598828874,180.10620712635165,33.62654160913732,102.09665690842968,129.17958357805398,181.58739174712449,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,153.26152088944832,26.2098082859016,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,978,
24,88173.48260964692,58.700025729485226,31.631550868933942,fire,120,24,172.33450727055822,49.73126678405713,29.51083598828874,180.10620712635165,33.62654160913732,102.09665690842968,129.17958357805398,181.58739174712449,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,153.26152088944832,26.2098082859016,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,979,
261,90985.27065502568,36.28111164251373,28.65029806840582,medical,120,261,172.33450727055822,49.73126678405713,29.51083598828874,180.10620712635165,58.700025729485226,31.631550868933942,129.17958357805398,181.58739174712449,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,153.26152088944832,26.2098082859016,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1023,
256,91146.69133166422,115.58370367797096,42.54776113440122,medical,120,256,172.33450727055822,49.73126678405713,29.51083598828874,180.10620712635165,36.28111164251373,28.65029806840582,129.17958357805398,181.58739174712449,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,153.26152088944832,26.2098082859016,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1023,
327,91449.91747106797,114.13274320448576,37.4627823596765,medical,60,327,172.33450727055822,49.73126678405713,29.51083598828874,180.10620712635165,36.28111164251373,28.65029806840582,129.17958357805398,181.58739174712449,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,115.58370367797096,42.54776113440122,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1026,
200,92913.69832425422,86.13735757108,48.83948643679368,police,300,200,172.33450727055822,49.73126678405713,29.51083598828874,180.10620712635165,36.28111164251373,28.65029806840582,129.17958357805398,181.58739174712449,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,114.13274320448576,37.4627823596765,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1049,
294,94322.35115053676,183.5873578233921,77.48331190462319,police,300,294,172.33450727055822,49.73126678405713,29.51083598828874,180.10620712635165,36.28111164251373,28.65029806840582,129.17958357805398,181.58739174712449,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,189.0648174453288,153.4699054617208,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,86.13735757108,48.83948643679368,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1067,
221,95537.4027132773,149.80232070735215,52.432281649947285,police,300,221,172.33450727055822,49.73126678405713,29.51083598828874,180.10620712635165,36.28111164251373,28.65029806840582,129.17958357805398,181.58739174712449,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,183.5873578233921,77.48331190462319,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,86.13735757108,48.83948643679368,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1082,
141,95650.10081134076,110.69459100204992,68.75147882924051,medical,600,141,172.33450727055822,49.73126678405713,29.51083598828874,180.10620712635165,36.28111164251373,28.65029806840582,129.17958357805398,181.58739174712449,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,149.80232070735215,52.432281649947285,52.15313912072656,133.94519495396585,81.67858172384337,80.48007741154493,86.13735757108,48.83948643679368,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1079,
227,96166.1848142,189.8761536823811,139.29679832752657,medical,120,227,172.33450727055822,49.73126678405713,29.51083598828874,180.10620712635165,36.28111164251373,28.65029806840582,129.17958357805398,181.58739174712449,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,149.80232070735215,52.432281649947285,52.15313912072656,133.94519495396585,110.69459100204992,68.75147882924051,86.13735757108,48.83948643679368,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1078,
351,96425.86769960122,152.6168943597159,114.78435566677912,medical,120,351,172.33450727055822,49.73126678405713,29.51083598828874,180.10620712635165,36.28111164251373,28.65029806840582,189.8761536823811,139.29679832752657,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,149.80232070735215,52.432281649947285,52.15313912072656,133.94519495396585,110.69459100204992,68.75147882924051,86.13735757108,48.83948643679368,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1080,
251,97018.82527449114,30.527784953744757,184.59700714687688,fire,30,251,172.33450727055822,49.73126678405713,29.51083598828874,180.10620712635165,36.28111164251373,28.65029806840582,152.6168943597159,114.78435566677912,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,149.80232070735215,52.432281649947285,52.15313912072656,133.94519495396585,110.69459100204992,68.75147882924051,86.13735757108,48.83948643679368,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1087,
48,98229.83243881664,197.0617687559452,53.04061163443039,police,120,48,172.33450727055822,49.73126678405713,30.527784953744757,184.59700714687688,36.28111164251373,28.65029806840582,152.6168943597159,114.78435566677912,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,149.80232070735215,52.432281649947285,52.15313912072656,133.94519495396585,110.69459100204992,68.75147882924051,86.13735757108,48.83948643679368,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1106,
272,98549.76992938924,140.73425267653272,100.05246931124265,medical,120,272,172.33450727055822,49.73126678405713,30.527784953744757,184.59700714687688,36.28111164251373,28.65029806840582,152.6168943597159,114.78435566677912,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,197.0617687559452,53.04061163443039,52.15313912072656,133.94519495396585,110.69459100204992,68.75147882924051,86.13735757108,48.83948643679368,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1109,
477,98667.52414146152,106.7300254832526,71.85191111031514,police,120,477,172.33450727055822,49.73126678405713,30.527784953744757,184.59700714687688,36.28111164251373,28.65029806840582,140.73425267653272,100.05246931124265,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,197.0617687559452,53.04061163443039,52.15313912072656,133.94519495396585,110.69459100204992,68.75147882924051,86.13735757108,48.83948643679368,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1109,
84,99842.65632295328,115.3176086993199,50.94450122771639,medical,120,84,172.33450727055822,49.73126678405713,30.527784953744757,184.59700714687688,36.28111164251373,28.65029806840582,140.73425267653272,100.05246931124265,21.92091789826456,83.30805388644656,59.69983223805879,188.29710926549228,197.0617687559452,53.04061163443039,52.15313912072656,133.94519495396585,106.7300254832526,71.85191111031514,86.13735757108,48.83948643679368,88.35720336759059,135.12544663801998,117.3875444828322,199.78046664586776,1126,
